Satellite,Time_Minutes,Elevation,QBER,SKR
ISRO-QKD-2,330,-67.4024748147204,1.0,0.0
ISRO-QKD-2,335,-74.57551778454123,1.0,0.0
ISRO-QKD-2,340,-81.0158817426683,1.0,0.0
ISRO-QKD-2,345,-82.93392753073584,1.0,0.0
ISRO-QKD-2,350,-77.21869651845881,1.0,0.0
ISRO-QKD-2,355,-68.87779308323873,1.0,0.0
ISRO-QKD-2,360,-59.53286678402577,1.0,0.0
ISRO-QKD-2,365,-49.5939451765274,1.0,0.0
ISRO-QKD-2,370,-39.59304599790303,1.0,0.0
ISRO-QKD-2,375,-30.755334784631682,1.0,0.0
ISRO-QKD-2,380,-25.04278745594898,1.0,0.0
ISRO-QKD-2,385,-17.594469524064028,1.0,0.0
ISRO-QKD-2,390,-18.847139126271728,1.0,0.0
ISRO-QKD-2,395,-24.95915725199705,1.0,0.0
ISRO-QKD-2,400,-32.02439886549405,1.0,0.0
ISRO-QKD-2,405,-39.143886373438605,1.0,0.0
ISRO-QKD-2,410,-46.078453405259474,1.0,0.0
ISRO-QKD-2,415,-52.74282249992196,1.0,0.0
ISRO-QKD-2,420,-59.05458075663531,1.0,0.0
ISRO-QKD-2,425,-64.8340731734413,1.0,0.0
ISRO-QKD-2,430,-69.65105188903448,1.0,0.0
ISRO-QKD-2,435,-72.599957813278,1.0,0.0
ISRO-QKD-2,440,-72.48380439289052,1.0,0.0
ISRO-QKD-2,445,-69.05577214339846,1.0,0.0
ISRO-QKD-2,450,-63.25675293018907,1.0,0.0
ISRO-QKD-2,455,-56.02668127965585,1.0,0.0
ISRO-QKD-2,460,-48.03116797783996,1.0,0.0
ISRO-QKD-2,465,-40.024547848817086,1.0,0.0
ISRO-QKD-2,470,-33.18326397273587,1.0,0.0
ISRO-QKD-2,475,-28.308716477951126,1.0,0.0
ISRO-QKD-2,480,-25.453956519192555,1.0,0.0
ISRO-QKD-2,485,-27.156024344088113,1.0,0.0
ISRO-QKD-2,490,-31.909156683351963,1.0,0.0
ISRO-QKD-2,495,-37.666017982168825,1.0,0.0
ISRO-QKD-2,500,-43.53786051936981,1.0,0.0
ISRO-QKD-2,505,-49.14775556070318,1.0,0.0
ISRO-QKD-2,510,-54.271563713308865,1.0,0.0
ISRO-QKD-2,515,-58.68399968149432,1.0,0.0
ISRO-QKD-2,520,-62.082297222097374,1.0,0.0
